matiere,cours,question n,source,texte de la question,option A,option B,option C,option D,option E,reponse
thème 13,histologie de l appareil génital masculin,19,"(Mars 1999, [niveau1])",Choisissez les réponses exactes,"Le spermogramme est effectué sur un sperme frais, liquéfié puis fixé","Le spermocytogramme est effectué sur un sperme frais, liquéfié puis examiné sur une cellule de Malassez",Le test de Schiller consiste à badigeonner le col utérin avec une solution iodée,L'asthénospermie correspond à des anomalies morphologiques des spermatozoïdes,L'oligospermie correspond à une chute brutale de la mobilité des spermatozoïdes,A
thème 13,histologie de l appareil génital masculin,21,([niveau1]),"Sur une coupe histologique de testicule mature, on constate que :",Les associations cellulaires diffèrent d'un tube séminifère à l'autre,Toutes les sections du tube séminifère contiennent des spermatozoïdes matures,Les spermatides sont plus près de la lumière des tubes séminifères que les spermatocytes I,La spermiation est l'étape qui définit la transformation des spermatides,Le rendement spermatogénétique est de 100%,C
thème 13,histologie de l appareil génital masculin,22,([niveau1]),Choisissez les réponses exactes,Le spermogramme est effectué sur un sperme préalablement liquéfié puis fixé,Le test de Schiller consiste à badigeonner le col utérin avec une solution iodée,L'azoospermie correspond à l'absence de spermatozoïdes dans le sperme,Un spermatozoïde normal se déplace en trajet direct,Dans un spermocytogramme normal 40 à 50 % des spermatozoïdes ont une forme normale,CD
thème 13,histologie de l appareil génital masculin,23,([niveau1]),Choisissez les réponses exactes,La cellule de Sertoli contrôle les différentes étapes de la méiose,La cellule de Sertoli occupe toute l'épaisseur de la paroi du tube séminifère,La cellule de Sertoli renferme des Sympexions dans son cytoplasme,La cellule de Leydig possède un réticulum endoplasmique granulaire abondant.,La cellule de Leydig est un des éléments de la barrière hématotesticulaire,AB
thème 13,histologie de l appareil génital masculin,24,([niveau1]),Sur une coupe transversale du pénis humain on trouve :,Deux corps spongieux,Une albuginée,Des fibres musculaires striées,Un épithélium pavimenteux stratifié,Des aréoles sanguines,BDE
thème 13,histologie de l appareil génital masculin,25,([niveau1]),Les cellules de Sertoli :,N'interviennent pas dans la spermiogénèse,Présentent de nombreux lysosomes,Contrôlent les différentes étapes de la méiose,Sont d'origine mésenchymateuse,Synthétisent une protéine de transport pour les androgènes,BCE
thème 13,histologie de l appareil génital masculin,26,([niveau1]),Choisissez les réponses exactes,Les spermatozoïdes se déplacent en ligne droite,Le flagelle des spermatozoïdes présente des mitochondries sur toute sa longueur,Seule la microscopie électronique permet de montrer l'absence des microtubules du flagelle,Les spermatozoïdes se forment en 27 jours,Une tératospermie est diagnostiquée à l'aide d'un spermogramme,AC
thème 13,histologie de l appareil génital masculin,27,([niveau1]),Les cellules de Sertoli :,Phagocytent une partie du cytoplasme des spermatozoïdes,Contiennent des structures protéiques d'allure cristalline,Sont des cellules PAS positives,Sécrètent la testostérone,Sécrètent de l'oestrogène,A
thème 13,histologie de l appareil génital masculin,28,([niveau1]),La prostate :,Son épithélium glandulaire est d'origine entoblastique,Élabore des phosphatases alcalines,Est centrée par l'urètre spongieux,Est formée de glandes tubulo alvéolaires,Possède une couche musculaire épaisse,BD
thème 13,histologie de l appareil génital masculin,29,([niveau1]),choisissez les réponses exactes,La prostate possède une musculeuse,La portion sécrétrice de la prostate est tubulo-alvéolaire,La portion sécrétrice de la vésicule séminale est tubulo-acineuse,Le canal déférent comporte un épithélium cilié,L'urètre prostatique comporte un épithélium de type urinaire à sa partie initiale,BDE
thème 13,histologie de l appareil génital masculin,30,([niveau1]),La cellule de Leydig :,Renferme dans son cytoplasme des structures d'allure cristalline,Produit de la testostérone sous l'effet de l'hormone folliculo-stimulante (FSH),Assure au cours de l'embryogenèse le développement et la différenciation des tubes séminifères,Est impliquée dans l'initiation de la spermatogenèse,Comporte en microscopie électronique des mitochondries à crêtes tubulaires et des liposomes,ACDE
thème 13,histologie de l appareil génital masculin,31,([niveau1]),Sur une coupe transversale du pénis humain on retrouve :,Deux corps spongieux,Une albuginée,Des fibres musculaires striées,Un épithélium pavimenteux stratifié,Des aréoles sanguines,BDE
thème 13,histologie de l appareil génital masculin,32,([niveau1]),La prostate :,Se développe à partir du mésoblaste et de l'entoblaste,Est issue de l'urètre membraneux,Est une glande alvéolo-tubulaire composée,Produit un liquide alcalin riche en enzymes protéolytiques,Aucune réponse n’est juste.,ACD
thème 13,histologie de l appareil génital masculin,33,([niveau1]),Les cellules de Sertoli,Sont d'origine Mésenchymateuse,Sécrètent de la testostérone,Présentent de nombreux lysosomes,Sont liées entre elles par des moyens de jonction,Forment l'épithélium des tubes droits du testicule,CDE
thème 13,histologie de l appareil génital masculin,34,([niveau1]),"Au niveau du pénis, on retrouve :",Deux corps spongieux,Une albuginée,Des fibres musculaires lisses,Des aréoles sanguines,Un épithélium de type urinaire,BCD
thème 13,histologie de l appareil génital masculin,35,([niveau1]),La spermatocytogenèse :,Dure 8 jours,Correspond à la phase de multiplication des spermatogonies,Comporte une phagocytose du cytoplasme en excès,Aboutit à la formation de spermatocytes I,Aucune réponse n’est juste.,BD
thème 13,histologie de l appareil génital masculin,36,([niveau1]),"Parmi les propositions suivantes, Indiquer celles qui vous paraissent exactes :",La spermatogenèse dure 23 jours,L'acrosome est formé à partir de l'appareil de Golgi,Le rendement spermatogénétique est de 60%,Le flagelle se forme aux dépens du centriole distal,Les spermatogonies Ap constituent le pool des cellules germinales,BCD
thème 13,histologie de l appareil génital masculin,37,([niveau1]),Sur une coupe de testicule observée en microscopie optique,Toutes les sections de tubes séminifères ont le même aspect,Le noyau des cellules de Sertoli est reconnaissable par sa grande taille et par son nucléole,Les limites cytoplasmiques des cellules de Sertoli sont bien visibles,Toutes les spermatogonies sont PAS+,Les spermatocytes sont les cellules les plus volumineuses de la lignée germinale,BE
thème 13,histologie de l appareil génital masculin,38,([niveau1]),Choisissez les réponses exactes,Le spermogramme est effectué sur un sperme préalablement liquéfié puis fixé,Le spermocytogramme est effectué sur un sperme préalablement liquéfié puis examiné sur cellule de Malassez,Le test de Schiller consiste à badigeonner le col utérin avec une solution de Lugol (solution iodée),L'azoospermie correspond à l'absence de spermatozoïde dans le sperme,Un spermatozoïde normal se déplace en trajet direct,DE
thème 13,Embryologie de l'appareil génital,1,(Janvier 2024),Conséquences fusion anormale des parties caudales de canaux de Müller :,Utérus didelphe,Utérus unicorne,Utérus bicorne,Utérus cloisonné,Obstruction des trompes,AC
thème 13,Embryologie de l'appareil génital,2,(Janvier 2023),L'épithélium coelomique donne:,Cellule de Leydig,Cellule de Sertoli,Albuginée,Cellules folliculaires,Conjonctif du stroma ovarien,BD
thème 13,Embryologie de l'appareil génital,3,(Janvier 2021),La testostérone :,Est sécrétée chez le mâle dès le 1er trimestre de grossesse,Permet de maintenir le canal de Müller,A une sécrétion qui évolue parallèlement à celle de AMH à partir de la naissance,Indispensable à la spermatogenèse,Exercice rétrocontrôle positif sur la sécrétion de LH,AD
thème 13,Embryologie de l'appareil génital,4,(Janvier 2011),L'épithélium coelomique donne naissance :,Aux cellules de Leydig,Aux cellules de Sertoli,A l'albuginée testiculaire,Aux cellules folliculaires,Aux cellules conjonctives du stroma ovarien,BDE
thème 13,Embryologie de l'appareil génital,5,(Juillet 2009),Les propositions suivantes se rapportent aux cellules de Sertoli,contiennent des structures protéiques d'allure cristalline,synthétisent l'ABP,synthétisent la déhydrotestostérone,sont très peu représentées dans le testicule foetal,dérivent de l'épithélium coelomique,BE
thème 13,Embryologie de l'appareil génital,9,(Mars 1999),Le canal de Müller :,Induit la formation du canal de Wolff,Dérive de l'entoblaste,Forme le pavillon des trompes,Donne naissance au bourgeon urétéral,Régresse sous l'influence de la testostérone,CDE
thème 13,Embryologie de l'appareil génital,15,(Mars 2004),L'épithélium coelomique donne naissance :,A la vaginale testiculaire,Aux cellules germinales,Aux cellules folliculaires,Aux cellules de Leydig,A l'épithélium ovarien,ACE
thème 13,Embryologie de l'appareil génital,16,,La différenciation ovarienne est conditionnée par la présence du chromosome Y,La différenciation ovarienne est conditionnée par la présence du diverticule lécithocèle près de la paroi,Les gonocytes primordiaux apparaissent dans la allantoïdien,Les ovogonies se multiplient après la naissance,"Les canaux de Müller ont une origine entoblastique, la cellule de Sertoli secrète l'hormone antimullérienne","Au cours de la différenciation des voies génitales, la cellule de Leydig sécrète la testostérone",BE
thème 13,Embryologie de l'appareil génital,17,,,L'ectopie testiculaire résulte d'une absence de développement du testicule,L'utérus unicorne résulte d'un défaut de développement de la terminaison des canaux de Müller,L'atrésie du col résulte d'un défaut de progression des canaux de Müller,L'utérus didelphe résulte d'un défaut de fusion de la terminaison des canaux de Müller,Aucune réponse n' est juste.,CD
thème 13,Embryologie de l'appareil génital,18,,Le canal péritonéo-vaginal :,Relie le péritoine au vagin,S'oblitère avant la naissance,Donne naissance à la vaginale testiculaire,Est formé au cours de la migration ovarienne,Est d'origine entoblastique,BC
thème 13,Embryologie de l'appareil génital,19,,choisissez les réponses exactes,Les gonocytes primordiaux apparaissent dans la paroi de lécithocèle près du diverticule allantoïdien,Les ovogonies se multiplient après la naissance,Les cordons sexuels primordiaux se différencient en cellules de Sertoli sous l'influence du TOF SRY (facteur de différenciation testiculaire),La différenciation de l'ovaire se fait grâce à la présence du chromosome Y,"La prostate à une double origine embryologique, entoblastique et mésoblastique",AE
thème 13,Embryologie de l'appareil génital,20,,Les cônes efférents dérivent des canaux de Wolff :,L'épididyme à un épithélium cilié,Le canal déférent à une lumière étoilée,Le canal déférent assure la décapacitation,L'urètre pénien est entouré par un tissu érectile,Aucune réponse n' est juste.,BD
thème 13,Embryologie de l'appareil génital,23,,Les vésicules séminales :,Se développent à partir du mésoblaste et de l'entoblaste,Se développent à partir du mésoblaste uniquement,Produisent un liquide riche en fructose,Ont un épithélium prismatique cilié,Leur paroi comporte une musculaire muqueuse,BCD
thème 13,Appareil reproducteur féminin,1,"(SESSION JANVIER 2023, [niveau1])","Chez la femme en âge de procréation, l'ovulation:",Résulte d'un pic de sécrétion de progestérone,fait suite a un RC- sue l'axe hypothalamo-hypophysaire,S'accompagne d'un effondrement de sécrétion d'inhibine,Absente lors de la grossesse,Peut être inhibé par l'allaitement,ED
